title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBACK-UPPLAN,"37,490,007",33563805.02 ,1.071143057,-0.934246583,-1.40745425,-2.341700833,CBS FILMS,2010/4/23,4,2010,Romantic Comedy,98,PG-13,35,3280,13,5.2,Alan Poul,"Jennifer Lopez,Alex O'Loughlin,Michaela Watkins",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBANDSVISIT,"3,054,457","2,769,971",#VALUE!,#VALUE!,1.340333638,#VALUE!,SONY CLASSICS,2008/2/8,2,2008,Foreign,85,PG-13,N/A,7,22,NA,NA,NA,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBANKJOB,"30,060,660",27260870.44 ,#VALUE!,1.046933762,0.683253926,1.730187688,LIONSGATE,2008/3/7,3,2008,Crime Thriller,110,R,N/A,1603,13,7.3,Roger Donaldson,"Jason Statham,Saffron Burrows,Stephen Campbell Moore",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBAY,"30,668","26,075",#VALUE!,-0.556878898,0.444315848,-0.11256305,ROADSIDE ATTRACTIONS,2012/11/2,11,2012,Horror Thriller,84,R,N/A,23,2,5.6,Barry Levinson,"Will Rogers,Kristen Connolly,Kether Donohue",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBEACHESOFAGNES,"239,711","218,126",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CINEMA GUILD,2009/7/2,7,2009,Documentary,110,Unrated,N/A,3,38,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBEATHOTEL,"6,480","5,510",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FIRST RUN,2012/3/30,3,2012,Documentary,82,Unrated,N/A,1,8,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBEAUTIFULTRUTH,"15,387","13,954",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CINEMA LIBRE,2008/11/14,11,2008,Documentary,92,Unrated,N/A,2,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBEAVER,"970,816","842,522",0.046229333,0.480882235,0.145643252,0.626525487,SUMMIT ENTERTAINMENT,2011/5/6,5,2011,Comedy / Drama,91,PG-13,21,22,8,6.7,Jodie Foster,"Mel Gibson,Jodie Foster,Anton Yelchin",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBESTEXOTICMARIGOLDHOTEL,"46,412,041",39461799.62 ,4.6412041,1.046933762,0.265112291,1.312046052,FOX SEARCHLIGHT,2012/5/4,5,2012,Comedy / Drama,118,PG-13,10,27,25,7.3,John Madden,"Judi Dench,Bill Nighy,Maggie Smith",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBESTMANHOLIDAY,"70,525,195",59095288.21 ,4.148540882,0.480882235,0.085908733,0.566790967,UNIVERSAL,2013/11/15,11,2013,Comedy / Drama,122,R,17,2024,8,6.7,Malcolm D. Lee,"Monica Calhoun,Morris Chestnut,Melissa De Sousa",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBESTOFME,"26,766,213",22070709.70 ,1.029469731,0.386540314,-1.706126846,-1.319586532,RELATIVITY,2014/10/17,10,2014,Romance,117,PG-13,26,2936,13,6.6,Michael Hoffman,"James Marsden,Michelle Monaghan,Luke Bracey",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBETRAYAL,"41,271","37,427",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CINEMA GUILD,2008/11/21,11,2008,Documentary,96,Unrated,N/A,1,15,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBICYCLETHIEF(2009RE-ISSUE),"36,818","33,503",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CORINTH FILMS,2009/11/6,11,2009,Foreign,93,Unrated,N/A,1,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBIGGAYMUSICAL,"24,140","21,966",#VALUE!,0.197856471,#VALUE!,#VALUE!,UNKNOWN,2009/9/11,9,2009,Musical,90,Unrated,N/A,1,5,6.4,"Casper Andreas,Fred M. Caruso","Lena Hall,Daniel Robinson,Joey Dudding",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBIGPICTURE(2012),"158,411","134,689",#VALUE!,#VALUE!,#VALUE!,#VALUE!,MPI MEDIA GROUP,2012/10/12,10,2012,Foreign,#VALUE!,Unrated,N/A,2,10,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBIGWEDDING,"21,819,348",18283120.78 ,0.623409943,-0.556878898,-1.765861365,-2.322740264,LIONSGATE,2013/4/26,4,2013,Romantic Comedy,89,R,35,2633,10,5.6,Justin Zackham,"Robert De Niro,Diane Keaton,Katherine Heigl",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBIGYEAR,"7,204,138",6252106.37 ,0.175710683,0.009172629,-0.272498383,-0.263325754,FOX,2011/10/14,10,2011,Comedy,100,PG,41,2150,7,6.2,David Frankel,"Owen Wilson,Jack Black,Steve Martin",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBLACKPOWERMIXTAPE1967-1975,"273,749","237,573",#VALUE!,#VALUE!,0.922192003,#VALUE!,IFC,2011/9/9,9,2011,Documentary,92,Unrated,N/A,2,9,NA,NA,NA,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBLACKWATERSOFECHOSPOND,"224,409","200,907",#VALUE!,-1.688981953,-1.586657808,-3.27563976,PARALLEL MEDIA,2010/4/9,4,2010,Horror,100,R,N/A,404,1,4.4,Gabriel Bologna,"Robert Patrick,Danielle Harris,Sean Lawlor",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBLINDSIDE,"255,959,475",232911823.26 ,8.826188793,1.424301447,-0.272498383,1.151803064,WARNER BROS.,2009/11/20,11,2009,Sports Drama,126,PG-13,29,3140,28,7.7,John Lee Hancock,"Quinton Aaron,Sandra Bullock,Tim McGraw",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBLINGRING,"5,845,732",4898323.46 ,#VALUE!,-0.556878898,0.504050368,-0.052828531,A24,2013/6/14,6,2013,Crime,90,R,N/A,5,13,5.6,Sofia Coppola,"Katie Chang,Israel Broussard,Emma Watson",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBLUETOOTHVIRGIN,"2,762","2,513",#VALUE!,-0.462536977,#VALUE!,#VALUE!,REGENT RELEASING,2009/9/25,9,2009,Comedy,79,R,N/A,2,2,5.7,Russell Brown,"Austin Peck,Bryce Johnson,Roma Maffia",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBODYGUARD(2012RE-RELEASE),"61,020","51,882",#VALUE!,#VALUE!,#VALUE!,#VALUE!,WARNER BROS.,2012/3/28,3,2012,Romance,130,R,N/A,484,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOOKOFELI,"94,835,059",84903303.15 ,1.185438238,0.669566077,-0.272498383,0.397067694,WARNER BROS.,2010/1/15,1,2010,Action / Adventure,118,R,80,3111,17,6.9,"Albert Hughes,Allen Hughes","Denzel Washington,Mila Kunis,Ray Stevenson",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOOKOFLIFE(2014),"50,151,543","41,353,633",1.00303086,#VALUE!,#VALUE!,#VALUE!,FOX,2014/10/17,10,2014,Animation,95,PG,50,3071,19,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOOKTHIEF,"21,488,481",18005876.88 ,#VALUE!,1.329959526,-0.272498383,1.057461142,FOX,2013/11/8,11,2013,Drama,131,PG-13,N/A,4,22,7.6,Brian Percival,"Sophie N??lisse,Geoffrey Rush,Emily Watson",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOONDOCKSAINTSIIALLSAINTSDAY,"10,273,188",9348147.58 ,1.2841485,0.197856471,-2.004799443,-1.806942971,APPARITION,2009/10/30,10,2009,Action / Crime,118,R,8,68,16,6.4,Troy Duffy,"Sean Patrick Flanery,Norman Reedus,Billy Connolly",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOUNTYHUNTER,"67,061,228",60038131.79 ,1.6765307,-0.651220819,-2.124268481,-2.775489301,SONY / COLUMBIA,2010/3/19,3,2010,Action Comedy,106,PG-13,40,3074,16,5.5,Andy Tennant,"Jennifer Aniston,Gerard Butler,Gio Perez",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOUNTYHUNTER,"67,061,228",60038131.79 ,1.6765307,-0.179511214,-2.124268481,-2.303779695,SONY / COLUMBIA,2010/3/19,3,2010,Action Comedy,106,PG-13,40,3074,16,6,"Sunandan Walia,Yugesh Walia","Shivani Ghai,Raza Jaffrey,Addison LeMay",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOURNELEGACY,"113,203,870",96251497.20 ,0.90563096,0.480882235,0.205377771,0.686260006,UNIVERSAL,2012/8/10,8,2012,Action,135,PG-13,125,3745,13,6.7,Tony Gilroy,"Jeremy Renner,Rachel Weisz,Edward Norton",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOURNEULTIMATUM,"227,471,070",214226838.47 ,2.067918818,1.801669131,1.639006234,3.440675366,UNIVERSAL,2007/8/3,8,2007,Action Thriller,111,PG-13,110,3660,17,8.1,Paul Greengrass,"Matt Damon,??dgar Ram??rez,Joan Allen",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOXJASON,"15,051,977",13696634.62 ,0.501732567,-0.556878898,#VALUE!,#VALUE!,WARNER BROS.,2009/11/6,11,2009,Horror Thriller,116,PG-13,30,2635,9,5.6,Richard Kelly,"Cameron Diaz,James Marsden,Frank Langella",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOXTROLLS,"50,837,305",41919094.07 ,0.847288417,0.669566077,0.205377771,0.874943848,FOCUS FEATURES,2014/9/26,9,2014,Animation,97,PG,60,3464,19,6.9,"Graham Annable,Anthony Stacchi","Ben Kingsley,Jared Harris,Nick Frost",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOYINTHESTRIPEDPAJAMAS,"9,046,156","8,203,615",#VALUE!,#VALUE!,-0.153029345,#VALUE!,MIRAMAX,2008/11/7,11,2008,Drama,93,PG-13,N/A,17,11,NA,NA,NA,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOYSAREBACK,"809,752","736,839",#VALUE!,0.669566077,-0.033560306,0.636005771,MIRAMAX,2009/9/25,9,2009,Drama,100,PG-13,N/A,6,6,6.9,Scott Hicks,"Clive Owen,Emma Booth,Laura Fraser",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBOYSTHESHERMANBROTHERSSTORY,"55,513","50,514",#VALUE!,#VALUE!,1.220864599,#VALUE!,BUENA VISTA,2009/5/22,5,2009,Documentary,101,PG,N/A,5,8,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBRASSTEAPOT,"6,997","5,863",#VALUE!,0.197856471,-0.869843576,-0.671987105,MAGNOLIA,2013/4/5,4,2013,Fantasy Comedy,101,R,N/A,2,2,6.4,Ramaa Mosley,"Juno Temple,Michael Angarano,Alexis Bledel",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBRAVEONE,"36,793,804",34651528.68 ,#VALUE!,0.575224156,-0.093294825,0.481929331,WARNER BROS.,2007/9/14,9,2007,Drama / Thriller,122,R,N/A,2755,11,6.8,Neil Jordan,"Jodie Foster,Terrence Howard,Naveen Andrews",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBRIDEANDTHEGROOMS,"5,995","5,455",#VALUE!,-0.273853135,#VALUE!,#VALUE!,SUMBADHAT PRODUCTIONS,2009/4/24,4,2009,Comedy,99,Unrated,N/A,15,1,5.9,Butch Maier,"Jacilyn Ledford,Shaphan David Seiders,Michael Wendt",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBRIDEWOREBLACK(2011RE-RELEASE),"44,566","38,677",#VALUE!,#VALUE!,#VALUE!,#VALUE!,THE FILM DESK,2011/11/4,11,2011,Foreign,107,Unrated,N/A,1,31,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBROTHERSBLOOM,"3,531,756",3213742.06 ,#VALUE!,0.669566077,-0.153029345,0.516536733,SUMMIT ENTERTAINMENT,2009/5/15,5,2009,Crime Comedy,109,PG-13,N/A,4,12,6.9,Rian Johnson,"Rachel Weisz,Adrien Brody,Mark Ruffalo",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBROTHERSSOLOMON,"900,926","848,471",0.0900926,-0.839904662,-1.526923288,-2.36682795,SONY / SCREEN GEMS,2007/9/7,9,2007,Comedy,91,R,10,700,3,5.3,Bob Odenkirk,"Will Arnett,Will Forte,Jenna Fischer",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBUBBLE,"157,121","147,973",#VALUE!,#VALUE!,0.205377771,#VALUE!,STRAND,2007/9/7,9,2007,Foreign,90,Unrated,N/A,10,16,NA,NA,NA,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBUCKETLIST,"93,466,502",88024526.49 ,2.077033378,1.141275683,-0.929578095,0.211697588,WARNER BROS.,2007/12/25,12,2007,Comedy / Drama,97,PG-13,45,16,24,7.4,Rob Reiner,"Jack Nicholson,Morgan Freeman,Sean Hayes",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBURNINGPLAIN,"200,730","182,655",#VALUE!,0.669566077,-0.750374537,-0.08080846,MAGNOLIA,2009/9/18,9,2009,Drama,111,R,N/A,21,10,6.9,Guillermo Arriaga,"Charlize Theron,John Corbett,Jos?? Mar??a Yazpik",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEBUSINESSOFBEINGBORN,"69,991","63,472",#VALUE!,#VALUE!,0.623519406,#VALUE!,INTERNATIONAL FILM CIRCUIT,2008/1/9,1,2008,Documentary,87,Unrated,N/A,1,8,NA,NA,NA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THEBUTCHER,THECHEFANDTHESWORDSMAN","47,896","41,567",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CHINA LION,2011/3/18,3,2011,Foreign / Action,95,PG-13,N/A,37,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECABININTHEWOODS,"42,073,277",35772769.11 ,#VALUE!,0.763907998,0.862457483,1.626365482,LIONSGATE,2012/4/13,4,2012,Horror Comedy,95,R,N/A,2811,13,7,Drew Goddard,"Kristen Connolly,Chris Hemsworth,Anna Hutchison",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECALL,"51,872,378",43465503.75 ,3.990182923,0.480882235,-0.391967422,0.088914813,TRISTAR,2013/3/15,3,2013,Thriller,95,R,13,2507,12,6.7,Brad Anderson,"Halle Berry,Evie Thompson,Abigail Breslin",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECAMPAIGN,"86,907,746",73893239.43 ,#VALUE!,0.009172629,-0.451701941,-0.442529312,WARNER BROS.,2012/8/10,8,2012,Comedy,97,R,N/A,3205,15,6.2,Jay Roach,"Will Ferrell,Zach Galifianakis,Jason Sudeikis",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECANYON,"1,785","1,624",#VALUE!,-0.273853135,#VALUE!,#VALUE!,TRULY INDIE,2009/10/23,10,2009,Thriller,102,R,N/A,2,1,5.9,Richard Harrah,"Eion Bailey,Yvonne Strahovski,Will Patton",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECANYONS,"56,825","47,615",#VALUE!,-2.160691558,-1.287985211,-3.44867677,IFC,2013/8/2,8,2013,Romantic Thriller,99,R,N/A,1,5,3.9,Paul Schrader,"Lindsay Lohan,James Deen,Nolan Gerard Funk",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECAPTIVE,"1,075,178","886,563",#VALUE!,-0.273853135,-1.287985211,-1.561838346,A24,2014/9/5,9,2014,Thriller,112,Unrated,N/A,132,18,5.9,Atom Egoyan,"Ryan Reynolds,Scott Speedman,Rosario Dawson",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECARTEL,"87,763","78,572",#VALUE!,#VALUE!,0.085908733,#VALUE!,MOVING PICTURES INSTITUTE,2010/4/16,4,2010,Documentary,93,Unrated,N/A,2,2,NA,NA,NA,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECATECHISMCATACLYSM,"4,373","3,795",#VALUE!,-0.745562741,-0.630905499,-1.37646824,IFC,2011/10/19,10,2011,Horror Comedy,81,Unrated,N/A,1,2,5.4,Todd Rohal,"Judy Findlay,Carlos Lopez,Derek Erdman",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECATSOFMIRIKITANI,"38,925","36,659",#VALUE!,#VALUE!,0.922192003,#VALUE!,LUCID DREAMING INC.,2007/3/2,3,2007,Documentary,74,Unrated,N/A,1,9,NA,NA,NA,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECENTRALPARKFIVE,"325,653","276,886",#VALUE!,#VALUE!,1.280599118,#VALUE!,IFC,2012/11/23,11,2012,Documentary,119,Unrated,N/A,3,10,NA,NA,NA,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECHANGE-UP,"37,081,475",32181133.38 ,0.713105288,0.197856471,-1.108781653,-0.910925182,UNIVERSAL,2011/8/5,8,2011,Comedy,101,R,52,2913,8,6.4,David Dobkin,"Jason Bateman,Ryan Reynolds,Olivia Wilde",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECHILDRENOFHUANGSHI,"1,031,872","935,766",#VALUE!,0.85824992,-0.51143646,0.346813459,SONY CLASSICS,2008/5/23,5,2008,War Drama,125,R,N/A,7,21,7.1,Roger Spottiswoode,"Jonathan Rhys Meyers,Radha Mitchell,Yun-Fat Chow",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECHRISTMASCANDLE,"2,258,620",1892569.03 ,#VALUE!,-0.556878898,-1.467188769,-2.024067667,ECHOLIGHT STUDIOS,2013/11/15,11,2013,Drama,100,PG,N/A,5,7,5.6,John Stephenson,"Hans Matheson,Samantha Barks,Lesley Manville",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECHRONICLESOFNARNIAPRINCECASPIAN,"141,621,490",128431148.57 ,0.629428844,0.386540314,0.265112291,0.651652604,BUENA VISTA,2008/5/16,5,2008,Fantasy,140,PG,225,3929,16,6.6,Andrew Adamson,"Ben Barnes,Skandar Keynes,Georgie Henley",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECHRONICLESOFNARNIATHEVOYAGEOFTHEDAWNTREADER,"104,386,950",93454856.83 ,0.673464194,0.197856471,-0.272498383,-0.074641912,FOX,2010/12/10,12,2010,Fantasy,112,PG,155,3555,18,6.4,Michael Apted,"Ben Barnes,Skandar Keynes,Georgie Henley",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECITIZEN,"24,296","20,358",#VALUE!,0.85824992,#VALUE!,#VALUE!,"MONTEREY MEDIA, INC.",2013/9/6,9,2013,Drama,99,PG-13,N/A,1,7,7.1,Sam Kadi,"Khaled Nabawy,Agnes Bruckner,Rizwan Manji",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECITYDARK,"9,269","7,881",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ARGOT PICTURES,2012/1/18,1,2012,Documentary,83,Unrated,N/A,1,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECITYOFYOURFINALDESTINATION,"493,296","441,635",0.061662,0.197856471,-0.332232902,-0.134376431,SCREEN MEDIA,2010/4/16,4,2010,Drama / Thriller,114,PG-13,8,1,17,6.4,James Ivory,"Omar Metwally,Anthony Hopkins,Charlotte Gainsbourg",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECLASS,"3,766,810","3,415,977",#VALUE!,#VALUE!,2.057147869,#VALUE!,SONY CLASSICS,2008/12/19,12,2008,Foreign,128,PG-13,N/A,25,19,NA,NA,NA,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOLDLIGHTOFDAY,"3,763,583",3199983.34 ,#VALUE!,-1.217272347,-2.124268481,-3.341540828,LIONSGATE/SUMMIT,2012/9/7,9,2012,Action Thriller,93,PG-13,N/A,1511,4,4.9,Mabrouk El Mechri,"Henry Cavill,Bruce Willis,Sigourney Weaver",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOLLECTION,"6,842,058",5817454.18 ,#VALUE!,-0.085169292,-1.287985211,-1.373154503,LD ENTERTAINMENT,2012/11/30,11,2012,Horror Thriller,81,R,N/A,1403,4,6.1,Marcus Dunstan,"Josh Stewart,Emma Fitzpatrick,Christopher McDonald",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOLLECTORJASON,"7,712,114",7017683.30 ,#VALUE!,0.197856471,#VALUE!,#VALUE!,FREESTYLE RELEASING,2009/7/31,7,2009,Horror,85,R,N/A,1325,8,6.4,Marcus Dunstan,"Josh Stewart,Andrea Roth,Juan Fern??ndez",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOLORWHEEL,"19,001","16,156",#VALUE!,0.480882235,-0.272498383,0.208383852,APD/CINEMA CONSERVANCY,2012/5/18,5,2012,Comedy,83,Unrated,N/A,2,16,6.7,Alex Ross Perry,"Carlen Altman,Bob Byington,Kate Lyn Sheil",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOMEBACKS,"13,349,927",12572643.44 ,#VALUE!,-1.972007716,-1.945064923,-3.917072639,FOX ATOMIC,2007/10/19,10,2007,Sports Comedy,84,PG-13,N/A,2812,10,4.1,Tom Brady,"David Koechner,Robert Ri'chard,Carl Weathers",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOMEDY,"41,113","34,956",#VALUE!,0.197856471,-0.690640018,-0.492783547,TRIBECA FILM,2012/11/9,11,2012,Drama,90,Unrated,N/A,1,8,6.4,Rick Alverson,"Tim Heidecker,Eric Wareheim,James Murphy",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOMPANYMEN,"4,441,272",3854354.95 ,0.2960848,0.575224156,0.683253926,1.258478082,WEINSTEIN COMPANY,2011/1/21,1,2011,Drama,105,R,15,1,18,6.8,John Wells,"Ben Affleck,Chris Cooper,Tommy Lee Jones",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECOMPANYYOUKEEP,"5,133,027",4301125.43 ,#VALUE!,0.197856471,-0.033560306,0.164296165,SONY CLASSICS,2013/4/5,4,2013,Thriller,125,R,N/A,5,17,6.4,Robert Redford,"Robert Redford,Brit Marling,Stanley Tucci",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONCERT,"657,986","589,077",#VALUE!,#VALUE!,0.145643252,#VALUE!,WEINSTEIN COMPANY,2010/7/30,7,2010,Foreign,119,PG-13,N/A,2,16,-,"Ronald Drake,Sheila Thompson","Jennifer Day,Ysobelle Villanueva,Bethany Garbo",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONDEMNED,"7,371,706",6942497.22 ,#VALUE!,-0.085169292,-2.064533962,-2.149703254,LIONSGATE,2007/4/27,4,2007,Action,100,R,N/A,2310,3,6.1,Scott Wiper,"Steve Austin,Vinnie Jones,Nathan Jones",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONDEMNED,"7,371,706",6942497.22 ,#VALUE!,-0.085169292,-1.706126846,-1.791296138,LIONSGATE,2007/4/27,4,2007,Action,100,R,N/A,2310,3,6.1,Scott Wiper,"Steve Austin,Vinnie Jones,Nathan Jones",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONDEMNED(2013),"3,718","3,115",#VALUE!,#VALUE!,#VALUE!,#VALUE!,STRAND,2013/3/1,3,2013,Foreign,#VALUE!,Unrated,N/A,1,4,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THECONJURING,"137,400,141",115131917.50 ,6.87000705,1.235617604,0.623519406,1.859137011,WARNER BROS.,2013/7/19,7,2013,Horror,112,R,20,2903,15,7.5,James Wan,"Patrick Wilson,Vera Farmiga,Ron Livingston",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
